 A ( ADVERB ) 
 anglo-australiani ( ADJECTIVE ) lemma=`anglo-australiano` ADJ  
 anglo-australianissima ( ADJECTIVE ) lemma=`anglo-australiano` ADJ  
 anglo-australianissime ( ADJECTIVE ) lemma=`anglo-australiano` ADJ  
 anglo-australianissimi ( ADJECTIVE ) lemma=`anglo-australiano` ADJ  
 anglo-australianissimo ( ADJECTIVE ) lemma=`anglo-australiano` ADJ  
 anglo-australiano ( ADJECTIVE ) 
 anglo-caraibica ( ADJECTIVE ) lemma=`anglo-caraibico` ADJ  
 anglo-caraibiche ( ADJECTIVE ) lemma=`anglo-caraibico` ADJ  
 anglo-caraibici ( ADJECTIVE ) lemma=`anglo-caraibico` ADJ  
 anglo-caraibicissima ( ADJECTIVE ) lemma=`anglo-caraibico` ADJ  
 anglo-caraibicissime ( ADJECTIVE ) lemma=`anglo-caraibico` ADJ  
 anglo-caraibicissimi ( ADJECTIVE ) lemma=`anglo-caraibico` ADJ  
 anglo-caraibicissimo ( ADJECTIVE ) lemma=`anglo-caraibico` ADJ  
 anglo-caraibico ( ADJECTIVE ) 
 anglo-cinese ( ADJECTIVE ) 
 anglo-cinesi ( ADJECTIVE ) lemma=`anglo-cinese` ADJ  
 anglo-cinesissima ( ADJECTIVE ) lemma=`anglo-cinese` ADJ  
 anglo-cinesissime ( ADJECTIVE ) lemma=`anglo-cinese` ADJ  
 anglo-cinesissimi ( ADJECTIVE ) lemma=`anglo-cinese` ADJ  
 anglo-cinesissimo ( ADJECTIVE ) lemma=`anglo-cinese` ADJ  
 anglo-egiziana ( ADJECTIVE ) lemma=`anglo-egiziano` ADJ  
 anglo-egiziane ( ADJECTIVE ) lemma=`anglo-egiziano` ADJ  
 anglo-egiziani ( ADJECTIVE ) lemma=`anglo-egiziano` ADJ  
 anglo-egizianissima ( ADJECTIVE ) lemma=`anglo-egiziano` ADJ  
 anglo-egizianissime ( ADJECTIVE ) lemma=`anglo-egiziano` ADJ  
 anglo-egizianissimi ( ADJECTIVE ) lemma=`anglo-egiziano` ADJ  
 anglo-egizianissimo ( ADJECTIVE ) lemma=`anglo-egiziano` ADJ  
 anglo-egiziano ( ADJECTIVE ) 
 anglo-francese ( ADJECTIVE ) 
 anglo-francesi ( ADJECTIVE ) lemma=`anglo-francese` ADJ  
 anglo-francesissima ( ADJECTIVE ) lemma=`anglo-francese` ADJ  
 anglo-francesissime ( ADJECTIVE ) lemma=`anglo-francese` ADJ  
 anglo-francesissimi ( ADJECTIVE ) lemma=`anglo-francese` ADJ  
 anglo-francesissimo ( ADJECTIVE ) lemma=`anglo-francese` ADJ  
 anglo-franco-americana ( ADJECTIVE ) lemma=`anglo-franco-americano` ADJ  
 anglo-franco-americane ( ADJECTIVE ) lemma=`anglo-franco-americano` ADJ  
 anglo-franco-americani ( ADJECTIVE ) lemma=`anglo-franco-americano` ADJ  
 anglo-franco-americanissima ( ADJECTIVE ) lemma=`anglo-franco-americano` ADJ  
 anglo-franco-americanissime ( ADJECTIVE ) lemma=`anglo-franco-americano` ADJ  
 anglo-franco-americanissimi ( ADJECTIVE ) lemma=`anglo-franco-americano` ADJ  
 anglo-franco-americanissimo ( ADJECTIVE ) lemma=`anglo-franco-americano` ADJ  
 anglo-franco-americano ( ADJECTIVE ) 
 anglo-giapponese ( ADJECTIVE ) 
 anglo-giapponesi ( ADJECTIVE ) lemma=`anglo-giapponese` ADJ  
 anglo-giapponesissima ( ADJECTIVE ) lemma=`anglo-giapponese` ADJ  
 anglo-giapponesissime ( ADJECTIVE ) lemma=`anglo-giapponese` ADJ  
 anglo-giapponesissimi ( ADJECTIVE ) lemma=`anglo-giapponese` ADJ  
 anglo-giapponesissimo ( ADJECTIVE ) lemma=`anglo-giapponese` ADJ  
 anglo-indiana ( ADJECTIVE ) lemma=`anglo-indiano` ADJ  
 anglo-indiane ( ADJECTIVE ) lemma=`anglo-indiano` ADJ  
 anglo-indiani ( ADJECTIVE ) lemma=`anglo-indiano` ADJ  
 anglo-indianissima ( ADJECTIVE ) lemma=`anglo-indiano` ADJ  
 anglo-indianissime ( ADJECTIVE ) lemma=`anglo-indiano` ADJ  
 anglo-indianissimi ( ADJECTIVE ) lemma=`anglo-indiano` ADJ  
 anglo-indianissimo ( ADJECTIVE ) lemma=`anglo-indiano` ADJ  
 anglo-indiano ( ADJECTIVE ) 
 anglo-iraniana ( ADJECTIVE ) lemma=`anglo-iraniano` ADJ  
 anglo-iraniane ( ADJECTIVE ) lemma=`anglo-iraniano` ADJ  
 anglo-iraniani ( ADJECTIVE ) lemma=`anglo-iraniano` ADJ  
 anglo-iranianissima ( ADJECTIVE ) lemma=`anglo-iraniano` ADJ  
 anglo-iranianissime ( ADJECTIVE ) lemma=`anglo-iraniano` ADJ  
 anglo-iranianissimi ( ADJECTIVE ) lemma=`anglo-iraniano` ADJ  
 anglo-iranianissimo ( ADJECTIVE ) lemma=`anglo-iraniano` ADJ  
 anglo-iraniano ( ADJECTIVE ) 
 anglo-irlandese ( ADJECTIVE ) 
 anglo-irlandesi ( ADJECTIVE ) lemma=`anglo-irlandese` ADJ  
 anglo-irlandesissima ( ADJECTIVE ) lemma=`anglo-irlandese` ADJ  
 anglo-irlandesissime ( ADJECTIVE ) lemma=`anglo-irlandese` ADJ  
 anglo-irlandesissimi ( ADJECTIVE ) lemma=`anglo-irlandese` ADJ  
 anglo-irlandesissimo ( ADJECTIVE ) lemma=`anglo-irlandese` ADJ  
 anglo-israeliana ( ADJECTIVE ) lemma=`anglo-israeliano` ADJ  
 anglo-israeliane ( ADJECTIVE ) lemma=`anglo-israeliano` ADJ  
 anglo-israeliani ( ADJECTIVE ) lemma=`anglo-israeliano` ADJ  
 anglo-israelianissima ( ADJECTIVE ) lemma=`anglo-israeliano` ADJ  
 anglo-israelianissime ( ADJECTIVE ) lemma=`anglo-israeliano` ADJ  
 anglo-israelianissimi ( ADJECTIVE ) lemma=`anglo-israeliano` ADJ  
 anglo-israelianissimo ( ADJECTIVE ) lemma=`anglo-israeliano` ADJ  
 anglo-israeliano ( ADJECTIVE ) 
 anglo-italiana ( ADJECTIVE ) lemma=`anglo-italiano` ADJ  
 anglo-italiane ( ADJECTIVE ) lemma=`anglo-italiano` ADJ  
 anglo-italiani ( ADJECTIVE ) lemma=`anglo-italiano` ADJ  
 anglo-italianissima ( ADJECTIVE ) lemma=`anglo-italiano` ADJ  
 anglo-italianissime ( ADJECTIVE ) lemma=`anglo-italiano` ADJ  
 anglo-italianissimi ( ADJECTIVE ) lemma=`anglo-italiano` ADJ  
 anglo-italianissimo ( ADJECTIVE ) lemma=`anglo-italiano` ADJ  
 anglo-italiano ( ADJECTIVE ) 
 anglo-olandese ( ADJECTIVE ) 
 anglo-olandesi ( ADJECTIVE ) lemma=`anglo-olandese` ADJ  
 anglo-olandesissima ( ADJECTIVE ) lemma=`anglo-olandese` ADJ  
 anglo-olandesissime ( ADJECTIVE ) lemma=`anglo-olandese` ADJ  
 anglo-olandesissimi ( ADJECTIVE ) lemma=`anglo-olandese` ADJ  
 anglo-olandesissimo ( ADJECTIVE ) lemma=`anglo-olandese` ADJ  
 anglo-pakistana ( ADJECTIVE ) lemma=`anglo-pakistano` ADJ  
 anglo-pakistane ( ADJECTIVE ) lemma=`anglo-pakistano` ADJ  
 anglo-pakistani ( ADJECTIVE ) lemma=`anglo-pakistano` ADJ  
 anglo-pakistanissima ( ADJECTIVE ) lemma=`anglo-pakistano` ADJ  
 anglo-pakistanissime ( ADJECTIVE ) lemma=`anglo-pakistano` ADJ  
 anglo-pakistanissimi ( ADJECTIVE ) lemma=`anglo-pakistano` ADJ  
 anglo-pakistanissimo ( ADJECTIVE ) lemma=`anglo-pakistano` ADJ  
 anglo-pakistano ( ADJECTIVE ) 
 anglo-palestinese ( ADJECTIVE ) 
 anglo-palestinesi ( ADJECTIVE ) lemma=`anglo-palestinese` ADJ  
 anglo-palestinesissima ( ADJECTIVE ) lemma=`anglo-palestinese` ADJ  
 anglo-palestinesissime ( ADJECTIVE ) lemma=`anglo-palestinese` ADJ  
 anglo-palestinesissimi ( ADJECTIVE ) lemma=`anglo-palestinese` ADJ  
 anglo-palestinesissimo ( ADJECTIVE ) lemma=`anglo-palestinese` ADJ  
 anglo-russa ( ADJECTIVE ) lemma=`anglo-russo` ADJ  
 anglo-russe ( ADJECTIVE ) lemma=`anglo-russo` ADJ  
 anglo-russi ( ADJECTIVE ) lemma=`anglo-russo` ADJ  
 anglo-russissima ( ADJECTIVE ) lemma=`anglo-russo` ADJ  
 anglo-russissime ( ADJECTIVE ) lemma=`anglo-russo` ADJ  
 anglo-russissimi ( ADJECTIVE ) lemma=`anglo-russo` ADJ  
 anglo-russissimo ( ADJECTIVE ) lemma=`anglo-russo` ADJ  
 anglo-russo ( ADJECTIVE ) 
 anglo-sassone ( ADJECTIVE ) 
 anglo-sassoni ( ADJECTIVE ) lemma=`anglo-sassone` ADJ  
 anglo-sassonissima ( ADJECTIVE ) lemma=`anglo-sassone` ADJ  
 anglo-sassonissime ( ADJECTIVE ) lemma=`anglo-sassone` ADJ  
 anglo-sassonissimi ( ADJECTIVE ) lemma=`anglo-sassone` ADJ  
 anglo-sassonissimo ( ADJECTIVE ) lemma=`anglo-sassone` ADJ  
 anglo-sovietica ( ADJECTIVE ) lemma=`anglo-sovietico` ADJ  
 anglo-sovietiche ( ADJECTIVE ) lemma=`anglo-sovietico` ADJ  
 anglo-sovietici ( ADJECTIVE ) lemma=`anglo-sovietico` ADJ  
 anglo-sovieticissima ( ADJECTIVE ) lemma=`anglo-sovietico` ADJ  
 anglo-sovieticissime ( ADJECTIVE ) lemma=`anglo-sovietico` ADJ  
 anglo-sovieticissimi ( ADJECTIVE ) lemma=`anglo-sovietico` ADJ  
 anglo-sovieticissimo ( ADJECTIVE ) lemma=`anglo-sovietico` ADJ  
 anglo-sovietico ( ADJECTIVE ) 
 anglo-tedesca ( ADJECTIVE ) lemma=`anglo-tedesco` ADJ  
 anglo-tedesche ( ADJECTIVE ) lemma=`anglo-tedesco` ADJ  
 anglo-tedeschi ( ADJECTIVE ) lemma=`anglo-tedesco` ADJ  
 anglo-tedeschissima ( ADJECTIVE ) lemma=`anglo-tedesco` ADJ  
 anglo-tedeschissime ( ADJECTIVE ) lemma=`anglo-tedesco` ADJ  
 anglo-tedeschissimi ( ADJECTIVE ) lemma=`anglo-tedesco` ADJ  
 anglo-tedeschissimo ( ADJECTIVE ) lemma=`anglo-tedesco` ADJ  
 anglo-tedesco ( ADJECTIVE ) 
 angloamericana ( ADJECTIVE ) lemma=`angloamericano` ADJ  
 angloamericane ( ADJECTIVE ) lemma=`angloamericano` ADJ  
 angloamericani ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=`angloamericano`angloamericano` ADJ  NOUN  
 angloamericanissima ( ADJECTIVE ) lemma=`angloamericano` ADJ  
 angloamericanissime ( ADJECTIVE ) lemma=`angloamericano` ADJ  
 angloamericanissimi ( ADJECTIVE ) lemma=`angloamericano` ADJ  
 angloamericanissimo ( ADJECTIVE ) lemma=`angloamericano` ADJ  
 angloamericano ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=`angloamericano`angloamericano` ADJ  NOUN  
 anglofila ( ADJECTIVE ) lemma=`anglofilo` ADJ  
 anglofile ( ADJECTIVE ) lemma=`anglofilo` ADJ  
 anglofili ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=`anglofilo`anglofilo` ADJ  NOUN  
 anglofilissima ( ADJECTIVE ) lemma=`anglofilo` ADJ  
 anglofilissime ( ADJECTIVE ) lemma=`anglofilo` ADJ  
 anglofilissimi ( ADJECTIVE ) lemma=`anglofilo` ADJ  
 anglofilissimo ( ADJECTIVE ) lemma=`anglofilo` ADJ  
 anglofilo ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=`anglofilo`anglofilo` ADJ  NOUN  
 anglofona ( ADJECTIVE ) lemma=`anglofono` ADJ  
 anglofone ( ADJECTIVE ) lemma=`anglofono` ADJ  
 anglofoni ( ADJECTIVE ) lemma=`anglofono` ADJ  
 anglofonissima ( ADJECTIVE ) lemma=`anglofono` ADJ  
 anglofonissime ( ADJECTIVE ) lemma=`anglofono` ADJ  
 anglofonissimi ( ADJECTIVE ) lemma=`anglofono` ADJ  
 anglofonissimo ( ADJECTIVE ) lemma=`anglofono` ADJ  
 anglofono ( ADJECTIVE ) 
 anglogiamaicana ( ADJECTIVE ) lemma=`anglogiamaicano` ADJ  
 anglogiamaicane ( ADJECTIVE ) lemma=`anglogiamaicano` ADJ  
 anglogiamaicani ( ADJECTIVE ) lemma=`anglogiamaicano` ADJ  
 anglogiamaicanissima ( ADJECTIVE ) lemma=`anglogiamaicano` ADJ  
 anglogiamaicanissime ( ADJECTIVE ) lemma=`anglogiamaicano` ADJ  
 anglogiamaicanissimi ( ADJECTIVE ) lemma=`anglogiamaicano` ADJ  
 anglogiamaicanissimo ( ADJECTIVE ) lemma=`anglogiamaicano` ADJ  
 anglogiamaicano ( ADJECTIVE ) 
 anglogiapponese ( ADJECTIVE ) 
 anglogiapponesi ( ADJECTIVE ) lemma=`anglogiapponese` ADJ  
 anglogiapponesissima ( ADJECTIVE ) lemma=`anglogiapponese` ADJ  
 anglogiapponesissime ( ADJECTIVE ) lemma=`anglogiapponese` ADJ  
 anglogiapponesissimi ( ADJECTIVE ) lemma=`anglogiapponese` ADJ  
 anglogiapponesissimo ( ADJECTIVE ) lemma=`anglogiapponese` ADJ  
 angloindiana ( ADJECTIVE ) lemma=`angloindiano` ADJ  
 angloindiane ( ADJECTIVE ) lemma=`angloindiano` ADJ  
 angloindiani ( ADJECTIVE ) lemma=`angloindiano` ADJ  
 angloindianissima ( ADJECTIVE ) lemma=`angloindiano` ADJ  
 angloindianissime ( ADJECTIVE ) lemma=`angloindiano` ADJ  
 angloindianissimi ( ADJECTIVE ) lemma=`angloindiano` ADJ  
 angloindianissimo ( ADJECTIVE ) lemma=`angloindiano` ADJ  
 angloindiano ( ADJECTIVE ) 
 angloitaliana ( ADJECTIVE ) lemma=`angloitaliano` ADJ  
 angloitaliane ( ADJECTIVE ) lemma=`angloitaliano` ADJ  
 angloitaliani ( ADJECTIVE ) lemma=`angloitaliano` ADJ  
 angloitalianissima ( ADJECTIVE ) lemma=`angloitaliano` ADJ  
 angloitalianissime ( ADJECTIVE ) lemma=`angloitaliano` ADJ  
 angloitalianissimi ( ADJECTIVE ) lemma=`angloitaliano` ADJ  
 angloitalianissimo ( ADJECTIVE ) lemma=`angloitaliano` ADJ  
 angloitaliano ( ADJECTIVE ) 
 anglomane ( ADJECTIVE ) 
 anglomani ( ADJECTIVE ) lemma=`anglomane` ADJ  
 anglomanissima ( ADJECTIVE ) lemma=`anglomane` ADJ  
 anglomanissime ( ADJECTIVE ) lemma=`anglomane` ADJ  
 anglomanissimi ( ADJECTIVE ) lemma=`anglomane` ADJ  
 anglomanissimo ( ADJECTIVE ) lemma=`anglomane` ADJ  
 anglonorvegese ( ADJECTIVE ) 
 anglonorvegesi ( ADJECTIVE ) lemma=`anglonorvegese` ADJ  
 anglonorvegesissima ( ADJECTIVE ) lemma=`anglonorvegese` ADJ  
 anglonorvegesissime ( ADJECTIVE ) lemma=`anglonorvegese` ADJ  
 anglonorvegesissimi ( ADJECTIVE ) lemma=`anglonorvegese` ADJ  
 anglonorvegesissimo ( ADJECTIVE ) lemma=`anglonorvegese` ADJ  
 anglosassone ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=`anglosassone`anglosassone` ADJ  NOUN  
 anglosassoni ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=`anglosassone`anglosassone` ADJ  NOUN  
 anglosassonissima ( ADJECTIVE ) lemma=`anglosassone` ADJ  
 anglosassonissime ( ADJECTIVE ) lemma=`anglosassone` ADJ  
 anglosassonissimi ( ADJECTIVE ) lemma=`anglosassone` ADJ  
 anglosassonissimo ( ADJECTIVE ) lemma=`anglosassone` ADJ  
 anglosovietica ( ADJECTIVE ) lemma=`anglosovietico` ADJ  
 anglosovietiche ( ADJECTIVE ) lemma=`anglosovietico` ADJ  
 anglosovietici ( ADJECTIVE ) lemma=`anglosovietico` ADJ  
 anglosovieticissima ( ADJECTIVE ) lemma=`anglosovietico` ADJ  
 anglosovieticissime ( ADJECTIVE ) lemma=`anglosovietico` ADJ  
 anglosovieticissimi ( ADJECTIVE ) lemma=`anglosovietico` ADJ  
 anglosovieticissimo ( ADJECTIVE ) lemma=`anglosovietico` ADJ  
 anglosovietico ( ADJECTIVE ) 
 anglossassone ( ADJECTIVE ) 
 anglossassoni ( ADJECTIVE ) lemma=`anglossassone` ADJ  
 anglossassonissima ( ADJECTIVE ) lemma=`anglossassone` ADJ  
 anglossassonissime ( ADJECTIVE ) lemma=`anglossassone` ADJ  
 anglossassonissimi ( ADJECTIVE ) lemma=`anglossassone` ADJ  
 anglossassonissimo ( ADJECTIVE ) lemma=`anglossassone` ADJ  
 anglotedesca ( ADJECTIVE ) lemma=`anglotedesco` ADJ  
 anglotedesche ( ADJECTIVE ) lemma=`anglotedesco` ADJ  
 anglotedeschi ( ADJECTIVE ) lemma=`anglotedesco` ADJ  
 anglotedeschissima ( ADJECTIVE ) lemma=`anglotedesco` ADJ  
 anglotedeschissime ( ADJECTIVE ) lemma=`anglotedesco` ADJ  
 anglotedeschissimi ( ADJECTIVE ) lemma=`anglotedesco` ADJ  
 anglotedeschissimo ( ADJECTIVE ) lemma=`anglotedesco` ADJ  
 anglotedesco ( ADJECTIVE ) 
 angola ( VERB ) lemma=`angolare` VER:fin  
 angolai ( VERB ) lemma=`angolare` VER:fin  
 angolammo ( VERB ) lemma=`angolare` VER:fin  
 angolan ( VERB ) lemma=`angolare` VER:fin  
 angolana ( ADJECTIVE ) lemma=`angolano` ADJ  
 angolando ( NOUN NOUN_GERUND ) lemma=`angolare` VER:geru  
 angolane ( VERB ADJECTIVE ) lemma=`angolano`angolare` ADJ  VER:fin:cli  
 angolani ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=`angolano`angolano` ADJ  NOUN  
 angolanissima ( ADJECTIVE ) lemma=`angolano` ADJ  
 angolanissime ( ADJECTIVE ) lemma=`angolano` ADJ  
 angolanissimi ( ADJECTIVE ) lemma=`angolano` ADJ  
 angolanissimo ( ADJECTIVE ) lemma=`angolano` ADJ  
 angolano ( NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=`angolano`angolano`angolare` ADJ  NOUN  VER:fin  
 angolante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`angolare` VER:ppre  
 angolanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`angolare` VER:ppre  
 angolar ( VERB_INFINITIVE VERB ) lemma=`angolare` VER:infi  
 angolare ( VERB_INFINITIVE VERB ADJECTIVE ) lemma=`angolare`angolare` ADJ  VER:infi  
 angolari ( ADJECTIVE ) lemma=`angolare` ADJ  
 angolarissima ( ADJECTIVE ) lemma=`angolare` ADJ  
 angolarissime ( ADJECTIVE ) lemma=`angolare` ADJ  
 angolarissimi ( ADJECTIVE ) lemma=`angolare` ADJ  
 angolarissimo ( ADJECTIVE ) lemma=`angolare` ADJ  
 angolaron ( VERB ) lemma=`angolare` VER:fin  
 angolarono ( VERB ) lemma=`angolare` VER:fin  
 angolasse ( VERB ) lemma=`angolare` VER:fin  
 angolasser ( VERB ) lemma=`angolare` VER:fin  
 angolassero ( VERB ) lemma=`angolare` VER:fin  
 angolassi ( VERB ) lemma=`angolare` VER:fin  
 angolassimo ( VERB ) lemma=`angolare` VER:fin  
 angolaste ( VERB ) lemma=`angolare` VER:fin  
 angolasti ( VERB ) lemma=`angolare` VER:fin  
 angolata ( VERB_PAST_PARTICIPLE VERB ) lemma=`angolare` VER:ppast  
 angolate ( VERB_PAST_PARTICIPLE VERB ) lemma=`angolare`angolare` VER:fin  VER:ppast  
 angolati ( VERB_PAST_PARTICIPLE VERB ) lemma=`angolare` VER:ppast  
 angolato ( VERB_PAST_PARTICIPLE VERB ) lemma=`angolare` VER:ppast  
 angolatura ( NOUN NOUN_SINGULAR ) 
 angolature ( NOUN NOUN_SINGULAR ) lemma=`angolatura` NOUN  
 angolava ( VERB ) lemma=`angolare` VER:fin  
 angolavamo ( VERB ) lemma=`angolare` VER:fin  
 angolavan ( VERB ) lemma=`angolare` VER:fin  
 angolavano ( VERB ) lemma=`angolare` VER:fin  
 angolavate ( VERB ) lemma=`angolare` VER:fin  
 angolavi ( VERB ) lemma=`angolare` VER:fin  
 angolavo ( VERB ) lemma=`angolare` VER:fin  
 angolazione ( NOUN NOUN_SINGULAR ) 
 angolazioni ( NOUN NOUN_SINGULAR ) lemma=`angolazione` NOUN  
 angolera' ( VERB ) lemma=`angolare` VER:fin  
 angolerai ( VERB ) lemma=`angolare` VER:fin  
 angoleran ( VERB ) lemma=`angolare` VER:fin  
 angoleranno ( VERB ) lemma=`angolare` VER:fin  
 angolerebbe ( VERB ) lemma=`angolare` VER:fin  
 angolerebber ( VERB ) lemma=`angolare` VER:fin  
 angolerebbero ( VERB ) lemma=`angolare` VER:fin  
 angolerei ( VERB ) lemma=`angolare` VER:fin  
 angoleremmo ( VERB ) lemma=`angolare` VER:fin  
 angoleremo ( VERB ) lemma=`angolare` VER:fin  
 angolereste ( VERB ) lemma=`angolare` VER:fin  
 angoleresti ( VERB ) lemma=`angolare` VER:fin  
 angolerete ( VERB ) lemma=`angolare` VER:fin  
 angolero' ( VERB ) lemma=`angolare` VER:fin  
 angolerà ( VERB ) lemma=`angolare` VER:fin  
 angolerò ( VERB ) lemma=`angolare` VER:fin  
 angoletti ( NOUN NOUN_SINGULAR ) lemma=`angoletto` NOUN  
 angoletto ( NOUN NOUN_SINGULAR ) 
 angoli ( NOUN VERB NOUN_SINGULAR ) lemma=`angolo`angolare` NOUN  VER:fin  
 angoliamo ( VERB ) lemma=`angolare` VER:fin  
 angoliate ( VERB ) lemma=`angolare` VER:fin  
 angolin ( VERB ) lemma=`angolare` VER:fin  
 angolini ( NOUN NOUN_SINGULAR ) lemma=`angolino` NOUN  
 angolino ( NOUN VERB NOUN_SINGULAR ) lemma=`angolino`angolare` NOUN  VER:fin  
 angolo ( NOUN VERB NOUN_SINGULAR ) lemma=`angolo`angolare` NOUN  VER:fin  
 angolo' ( VERB ) lemma=`angolare` VER:fin  
 angolosa ( ADJECTIVE ) lemma=`angoloso` ADJ  
 angolose ( ADJECTIVE ) lemma=`angoloso` ADJ  
 angolosi ( ADJECTIVE ) lemma=`angoloso` ADJ  
 angolosissima ( ADJECTIVE ) lemma=`angoloso` ADJ  
 angolosissime ( ADJECTIVE ) lemma=`angoloso` ADJ  
 angolosissimi ( ADJECTIVE ) lemma=`angoloso` ADJ  
 angolosissimo ( ADJECTIVE ) lemma=`angoloso` ADJ  
 angoloso ( ADJECTIVE ) 
 angolò ( VERB ) lemma=`angolare` VER:fin  
 angosce ( NOUN NOUN_SINGULAR ) lemma=`angoscia` NOUN  
 angoscera' ( VERB ) lemma=`angosciare` VER:fin  
 angoscerai ( VERB ) lemma=`angosciare` VER:fin  
 angosceran ( VERB ) lemma=`angosciare` VER:fin  
 angosceranno ( VERB ) lemma=`angosciare` VER:fin  
 angoscerebbe ( VERB ) lemma=`angosciare` VER:fin  
 angoscerebber ( VERB ) lemma=`angosciare` VER:fin  
 angoscerebbero ( VERB ) lemma=`angosciare` VER:fin  
 angoscerei ( VERB ) lemma=`angosciare` VER:fin  
 angosceremmo ( VERB ) lemma=`angosciare` VER:fin  
 angosceremo ( VERB ) lemma=`angosciare` VER:fin  
 angoscereste ( VERB ) lemma=`angosciare` VER:fin  
 angosceresti ( VERB ) lemma=`angosciare` VER:fin  
 angoscerete ( VERB ) lemma=`angosciare` VER:fin  
 angoscero' ( VERB ) lemma=`angosciare` VER:fin  
 angoscerà ( VERB ) lemma=`angosciare` VER:fin  
 angoscerò ( VERB ) lemma=`angosciare` VER:fin  
 angosci ( VERB ) lemma=`angosciare` VER:fin  
 angoscia ( NOUN VERB NOUN_SINGULAR ) lemma=`angoscia`angosciare` NOUN  VER:fin  
 angosciai ( VERB ) lemma=`angosciare` VER:fin  
 angosciala ( VERB ) lemma=`angosciare` VER:fin:cli  
 angosciammo ( VERB ) lemma=`angosciare` VER:fin  
 angosciamo ( VERB ) lemma=`angosciare` VER:fin  
 angoscian ( VERB ) lemma=`angosciare` VER:fin  
 angosciando ( NOUN NOUN_GERUND ) lemma=`angosciare` VER:geru  
 angosciano ( VERB ) lemma=`angosciare` VER:fin  
 angosciante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`angosciare` VER:ppre  
 angoscianti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`angosciare` VER:ppre  
 angosciar ( VERB_INFINITIVE VERB ) lemma=`angosciare` VER:infi  
 angosciare ( VERB_INFINITIVE VERB ) 
 angosciaron ( VERB ) lemma=`angosciare` VER:fin  
 angosciarono ( VERB ) lemma=`angosciare` VER:fin  
 angosciarsi ( VERB_INFINITIVE VERB ) lemma=`angosciare` VER:infi:cli  
 angosciasse ( VERB ) lemma=`angosciare` VER:fin  
 angosciasser ( VERB ) lemma=`angosciare` VER:fin  
 angosciassero ( VERB ) lemma=`angosciare` VER:fin  
 angosciassi ( VERB ) lemma=`angosciare` VER:fin  
 angosciassimo ( VERB ) lemma=`angosciare` VER:fin  
 angosciaste ( VERB ) lemma=`angosciare` VER:fin  
 angosciasti ( VERB ) lemma=`angosciare` VER:fin  
 angosciata ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`angosciato`angosciare` ADJ  VER:ppast  
 angosciate ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`angosciato`angosciare`angosciare` ADJ  VER:fin  VER:ppast  
 angosciati ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`angosciato`angosciare` ADJ  VER:ppast  
 angosciatissima ( ADJECTIVE ) lemma=`angosciato` ADJ  
 angosciatissime ( ADJECTIVE ) lemma=`angosciato` ADJ  
 angosciatissimi ( ADJECTIVE ) lemma=`angosciato` ADJ  
 angosciatissimo ( ADJECTIVE ) lemma=`angosciato` ADJ  
 angosciato ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`angosciato`angosciare` ADJ  VER:ppast  
 angosciava ( VERB ) lemma=`angosciare` VER:fin  
 angosciavamo ( VERB ) lemma=`angosciare` VER:fin  
 angosciavan ( VERB ) lemma=`angosciare` VER:fin  
 angosciavano ( VERB ) lemma=`angosciare` VER:fin  
 angosciavate ( VERB ) lemma=`angosciare` VER:fin  
 angosciavi ( VERB ) lemma=`angosciare` VER:fin  
 angosciavo ( VERB ) lemma=`angosciare` VER:fin  
 angoscie ( NOUN NOUN_SINGULAR ) lemma=`angoscia` NOUN  
 angoscin ( VERB ) lemma=`angosciare` VER:fin  
 angoscino ( VERB ) lemma=`angosciare` VER:fin  
 angoscio ( VERB ) lemma=`angosciare` VER:fin  
 angoscio' ( VERB ) lemma=`angosciare` VER:fin  
 angosciosa ( ADJECTIVE ) lemma=`angoscioso` ADJ  
 angosciose ( ADJECTIVE ) lemma=`angoscioso` ADJ  
 angosciosi ( ADJECTIVE ) lemma=`angoscioso` ADJ  
 angosciosissima ( ADJECTIVE ) lemma=`angoscioso` ADJ  
 angosciosissime ( ADJECTIVE ) lemma=`angoscioso` ADJ  
 angosciosissimi ( ADJECTIVE ) lemma=`angoscioso` ADJ  
 angosciosissimo ( ADJECTIVE ) lemma=`angoscioso` ADJ  
 angoscioso ( ADJECTIVE ) 
 angosciò ( VERB ) lemma=`angosciare` VER:fin  
 anguilla ( NOUN NOUN_SINGULAR ) 
 anguille ( NOUN NOUN_SINGULAR ) lemma=`anguilla` NOUN  
